Report Received Date,Manufacturer,Subject,Component,Recall Type,Potentially Affected,Park Outside Advisory ,Do Not Drive Advisory
08/15/2001,MONACO COACH CORPORATION,MONACO/FUEL LINE ROUTING,"FUEL SYSTEM, GASOLINE",Vehicle,251.0,No,No
08/15/2001,MONACO COACH CORPORATION,MONACO/STEERING SHAFT,STEERING,Vehicle,98.0,No,No
08/15/2001,RANSOMES CORPORATION,RANSOMES/CUSHMAN/SPLASH GUARD,"SERVICE BRAKES, HYDRAULIC",Vehicle,1548.0,No,No
08/15/2001,"Volkswagen Group of America, Inc.",VW/FUEL FILLER NECK,"FUEL SYSTEM, GASOLINE",Vehicle,600.0,No,No
08/15/2001,"Winnebago Industries, Inc.",WINNEBAGO/LP LINE FASTENERS,"FUEL SYSTEM, OTHER",Vehicle,1292.0,No,No
08/14/2001,Honda (American Honda Motor Co.),HONDA/FMVSS 209/SEAT BELT BUCKLE,SEAT BELTS,Vehicle,8168.0,No,No
08/08/2001,Ford Motor Company,FORD/FRONT COIL SPRING CORROSION,SUSPENSION,Vehicle,108000.0,No,No
08/08/2001,Ford Motor Company,FORD/FRONT COIL SPRINGS,SUSPENSION,Vehicle,203426.0,No,No
08/08/2001,Ford Motor Company,FORD/WINDSHIELD WIPER MOTOR COVER,VISIBILITY,Vehicle,1083000.0,No,No
08/07/2001,"Winnebago Industries, Inc.",WINNEBAGO/LP LINE ROUTING,"FUEL SYSTEM, OTHER",Vehicle,154.0,No,No
08/06/2001,"Foretravel, Inc.",FORETRAVEL/MERITOR WABCO/HALDEX/BRAKE VALVES,"SERVICE BRAKES, AIR",Vehicle,30.0,No,No
08/06/2001,Mazda North American Operations,MAZDA/TRW SEAT BELT BUCKLES,SEAT BELTS,Vehicle,27533.0,No,No
08/05/2001,A. GIRARDIN INC.,GIRARDIN/FMVSS 222/KNEE IMPACT,SEATS,Vehicle,393.0,No,No
08/03/2001,"Mitsubishi Motors North America, Inc.",MITSUBISHI AMERICA/BRAKE BOOSTER,"SERVICE BRAKES, HYDRAULIC",Vehicle,39020.0,No,No
08/02/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/FMVSS 201/HEAD PROTECTION,STRUCTURE,Vehicle,282470.0,No,No
08/02/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/POWER SEAT CONNECTOR CIRCUIT,ELECTRICAL SYSTEM,Vehicle,98000.0,No,No
08/02/2001,INTERNATIONAL TRUCK & ENGINE CORPORATION,INTERNATIONAL/BRAKE LIGHT SWITCH,EXTERIOR LIGHTING,Vehicle,40559.0,No,No
08/02/2001,INTERNATIONAL TRUCK & ENGINE CORPORATION,INTERNATIONAL/TRW/TIE ROD ASSEMBLY (20EDL),STEERING,Vehicle,18348.0,No,No
08/01/2001,"Jayco, Inc.",JAYCO/FLOOR MATERIAL,STRUCTURE,Vehicle,12281.0,No,No
08/01/2001,"Mack Trucks, Inc.",MACK/MERITOR WABCO/HALDEX/BRAKE VALVES,"SERVICE BRAKES, AIR",Vehicle,8268.0,No,No
08/01/2001,"Mercedes-Benz USA, LLC",MERCEDES-BENZ/FMVSS 108/HEADLAMPS,EXTERIOR LIGHTING,Vehicle,613.0,No,No
08/01/2001,NEOPLAN USA CORPORATION,NEOPLAN/ARVINMERITOR/BRAKE ROLLERS,"SERVICE BRAKES, AIR",Vehicle,223.0,No,No
08/01/2001,NEOPLAN USA CORPORATION,NEOPLAN/ARVINMERITOR/TRW TIE ROD ENDS,STEERING,Vehicle,35.0,No,No
08/01/2001,NEOPLAN USA CORPORATION,NEOPLAN/VANNER BATTERY EQUALIZER,ELECTRICAL SYSTEM,Vehicle,669.0,No,No
08/01/2001,NOVA BUS INCORPORATED,NOVABUS/ARVINMERITOR/BRAKE ROLLERS,"SERVICE BRAKES, AIR",Vehicle,314.0,No,No
08/01/2001,Silver Eagle Manufacturing Company,SILVER EAGLE/DOLLY TILTSTOP,TRAILER HITCHES,Vehicle,1166.0,No,No
08/01/2001,Utilimaster Corporation,UTILIMASTER/FMVSS 108/CENTER HIGH-MOUNTED LAMP,EXTERIOR LIGHTING,Vehicle,47.0,No,No
07/31/2001,"BMW of North America, LLC",BMW/FRONT BRAKE LINE,"SERVICE BRAKES, HYDRAULIC",Vehicle,2997.0,No,No
07/31/2001,"BMW of North America, LLC",BMW/PARKING BRAKE CABLE,PARKING BRAKE,Vehicle,2438.0,No,No
07/31/2001,"Carriage, Inc.",CARRIAGE/NORCOLD/REFRIGERATOR COOLING UNIT FIRE,EQUIPMENT,Vehicle,531.0,No,No
07/31/2001,"ELECTRIC TRANSIT, INC.",ETI/FRAME CRACKS,STRUCTURE,Vehicle,54.0,No,No
07/31/2001,U.S. BUS CORPORATION,US BUS/SEAT FASTENER,SEATS,Vehicle,195.0,No,No
07/25/2001,Nelson Manufacturing Company,NELSON/WEBB WHEELS/HUB,WHEELS,Vehicle,114.0,No,No
07/24/2001,RANSOMES CORPORATION,RANSOMES/CUSHMAN/FUEL LINE,"FUEL SYSTEM, GASOLINE",Vehicle,393.0,No,No
07/24/2001,"Saleen, Inc.",SALEEN/FUEL CROSSOVER LINE,"FUEL SYSTEM, GASOLINE",Vehicle,362.0,No,No
07/20/2001,"EUROPA INTERNATIONAL, INC.",EUROPA/FMVSS 208/AIR BAG LABEL,AIR BAGS,Vehicle,42.0,No,No
07/19/2001,"CLARK TRAILER SERVICE, INC.",CLARK TRAILER/WEBB WHEELS/HUB,WHEELS,Vehicle,5.0,No,No
07/19/2001,Ford Motor Company,FORD/FUEL CROSS FLOW,"FUEL SYSTEM, GASOLINE",Vehicle,1556221.0,No,No
07/18/2001,"CHANCE COACH, INC.",CHANCE COACH/MERITOR WABCO/HALDEX/BRAKE VALVES,"SERVICE BRAKES, AIR",Vehicle,79.0,No,No
07/17/2001,"Brenner Tank, LLC",BRENNER TANK/FMVSS 223/REAR IMPACT GUARDS,STRUCTURE,Vehicle,16.0,No,No
07/17/2001,"COACHMEN INDUSTRIES, INC.",COACHMEN RV/SAFETY CHAIN,TRAILER HITCHES,Vehicle,246.0,No,No
07/16/2001,Ford Motor Company,FORD/TRW SEAT BELT BUCKLES,SEAT BELTS,Vehicle,1400000.0,No,No
07/16/2001,FREIGHTLINER LLC,FREIGHTLINER/THOMAS BUILT/CUMMINS AIR COMPRESSOR,"SERVICE BRAKES, AIR",Vehicle,194.0,No,No
07/12/2001,Ford Motor Company,FORD/FRONT COIL SPRINGS,SUSPENSION,Vehicle,948492.0,No,No
07/11/2001,Oshkosh Corporation,OSHKOSH/TRW STEERING SYSTEMS/DRAG LINK,STEERING,Vehicle,321.0,No,No
07/11/2001,"Summit Trailer Sales, Inc.",SUMMIT/WEBB WHEELS/HUB,WHEELS,Vehicle,31.0,No,No
07/10/2001,Volvo Trucks North America,VOLVO TRUCKS/SUSPENSION,SUSPENSION,Vehicle,12.0,No,No
07/09/2001,Ford Motor Company,FORD/HEATER BLOWER RESISTOR,VISIBILITY,Vehicle,566979.0,No,No
07/09/2001,Ford Motor Company,FORD/HEATER BLOWER RESISTOR,ELECTRICAL SYSTEM,Vehicle,342962.0,No,No
07/06/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/STEERING RACK AND PINION MOUNT,STEERING,Vehicle,4000.0,No,No
07/06/2001,Land Rover,LAND ROVER/WINCH KIT,EQUIPMENT,Vehicle,21.0,No,No
07/06/2001,Volvo Trucks North America,VOLVO TRUCKS/STEERING SHAFT,STEERING,Vehicle,584.0,No,No
07/05/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/SEAT BELT ANCHOR BOLTS,SEAT BELTS,Vehicle,104252.0,No,No
07/05/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/STEERING COLUMN BOLT/FLOOR MAT,STEERING,Vehicle,9800.0,No,No
07/05/2001,Hyundai Translead,HYUNDAI TRANSLEAD/FIBERGLASS ROOF,STRUCTURE,Vehicle,2860.0,No,No
07/05/2001,KME Fire Apparatus,KME/CAB LATCH BRACKET,STRUCTURE,Vehicle,367.0,No,No
07/05/2001,Toyota Motor Engineering & Manufacturing,TOYOTA/BRAKE SYSTEM,"SERVICE BRAKES, HYDRAULIC",Vehicle,41169.0,No,No
07/05/2001,U.S. BUS CORPORATION,US BUS/FMVSS 222/BARRIERS,SEATS,Vehicle,,No,No
07/05/2001,U.S. BUS CORPORATION,US BUS/FMVSS 222/SEATS,SEATS,Vehicle,474.0,No,No
07/03/2001,Utilimaster Corporation,UTILIMASTER/FMVSS 108/CLEARANCE LAMP,EXTERIOR LIGHTING,Vehicle,2730.0,No,No
07/03/2001,"Winnebago Industries, Inc.",WINNEBAGO/LP GAS TANK BRACKET,"FUEL SYSTEM, OTHER",Vehicle,101.0,No,No
07/02/2001,Eldorado National-Kansas,ELDORADO/CUMMINS AIR COMPRESSOR,"SERVICE BRAKES, AIR",Vehicle,398.0,No,No
07/02/2001,"Ferrari North America, Inc.",FERRARI/HAND BRAKE RATCHET MECHANISM,PARKING BRAKE,Vehicle,74.0,No,No
07/02/2001,"General Motors, LLC",GM/BRAKE PEDAL FEED,"SERVICE BRAKES, HYDRAULIC",Vehicle,255770.0,No,No
07/02/2001,"SAAB CARS USA, INC.",SAAB\AIR BAG MODULE,AIR BAGS,Vehicle,12036.0,No,No
06/28/2001,"General Motors, LLC",GM/UPPER CONTROL ARM,SUSPENSION,Vehicle,48600.0,No,No
06/26/2001,"BMW of North America, LLC",BMW/UPPER FORK BRIDGE BOLT,STRUCTURE,Vehicle,3342.0,No,No
06/26/2001,COUNTRY COACH INC,COUNTRY COACH/CUMMINS AIR COMPRESSOR,"SERVICE BRAKES, AIR",Vehicle,667.0,No,No
06/26/2001,"FLEETWOOD ENTERPRISES, INC.",FLEETWOOD/INSTABILITY,STRUCTURE,Vehicle,168.0,No,No
06/26/2001,FREIGHTLINER LLC,FREIGHTLINER/PASS-THROUGH CONNECTOR,ELECTRICAL SYSTEM,Vehicle,8753.0,No,No
06/26/2001,"THOMAS BUILT BUSES, INC.",FREIGHTLINER/THOMAS BUILT/AM-SAFE SAFETY BELT,SEAT BELTS,Vehicle,129.0,No,No
06/26/2001,"THOMAS BUILT BUSES, INC.",FREIGHTLINER/THOMAS BUILT/TRANS/AIR COMPRESSOR,EQUIPMENT,Vehicle,69.0,No,No
06/26/2001,"THOMAS BUILT BUSES, INC.",FREIGHTLINER/THOMAS BUILT/WIRE CHAFFING,ELECTRICAL SYSTEM,Vehicle,16165.0,No,No
06/26/2001,"General Motors, LLC",GM/FMVSS 105/BRAKE SYSTEM WARNING LIGHT,INTERIOR LIGHTING,Vehicle,38863.0,No,No
06/26/2001,INTERNATIONAL TRUCK & ENGINE CORPORATION,INTERNATIONAL/REMOTE POWER MODULE,UNKNOWN OR OTHER,Vehicle,957.0,No,No
06/26/2001,"LBT, Inc.",LBT/AXLE WELD CRACKS,SUSPENSION,Vehicle,8.0,No,No
06/26/2001,Utility Trailer Manufacturing Company,UTILITY TRAILER/HALDEX/BRAKE SYSTEM VALVES,"SERVICE BRAKES, AIR",Vehicle,1095.0,No,No
06/25/2001,"Subaru of America, Inc.",SUBARU/FRONT COIL SPRINGS,SUSPENSION,Vehicle,180000.0,No,No
06/25/2001,"United Trailers, LLC",UNITED EXPRESSLINE/DEXTER AXLE/AXLE/BRAKE DRUM,SUSPENSION,Vehicle,26.0,No,No
06/22/2001,Ford Motor Company,FORD/ADJUSTABLE ACCELERATOR PEDAL/FLOOR MAT,VEHICLE SPEED CONTROL,Vehicle,45800.0,No,No
06/22/2001,FREIGHTLINER LLC,FREIGHTLINER/FMVSS 210/SEAT BELT ANCHORAGES,SEAT BELTS,Vehicle,277.0,No,No
06/22/2001,"Tiffin Motorhomes, Inc.",TIFFIN/AM-SAFE SAFETY BELT ASSEMBLIES,SEAT BELTS,Vehicle,955.0,No,No
06/21/2001,"BMW of North America, LLC",BMW/ENGINE AUXILIARY/COOLING FAN,ENGINE AND ENGINE COOLING,Vehicle,76469.0,No,No
06/18/2001,Ford Motor Company,FORD/FRONT COIL SPRING CORROSION,SUSPENSION,Vehicle,198583.0,No,No
06/18/2001,"Jayco, Inc.",JAYCO/LP GAS LINE,"FUEL SYSTEM, OTHER",Vehicle,272.0,No,No
06/18/2001,Volvo Trucks North America,VOLVO TRUCKS/STEERING  SHAFT,STEERING,Vehicle,598.0,No,No
06/18/2001,"Volkswagen Group of America, Inc.",VW/WINDSHIELD WIPER,VISIBILITY,Vehicle,2837.0,No,No
06/15/2001,"General Engines Company, Inc.",GENERAL ENGINES/AXLE WELD,SUSPENSION,Vehicle,98.0,No,No
06/15/2001,Isuzu Motors Limited,ISUZU/TRW STEERING SYSTEMS/TIE ROD,STEERING,Vehicle,203.0,No,No
06/15/2001,Isuzu Motors Limited,ISUZU/TRW/TIE ROD ASSEMBLY (20EDL),STEERING,Vehicle,203.0,No,No
06/15/2001,NATIONAL R.V. INC.,NATIONAL RV/FMVSS 120/FRONT AXLE WEIGHT RATING,TIRES,Vehicle,338.0,No,No
06/14/2001,"BMW of North America, LLC",BMW/BRAKE BOOSTER ATTACHING NUT,"SERVICE BRAKES, HYDRAULIC",Vehicle,36.0,No,No
06/14/2001,"BMW of North America, LLC",BMW/BRAKE LINE CHAFFING,"SERVICE BRAKES, HYDRAULIC",Vehicle,13721.0,No,No
06/14/2001,"BMW of North America, LLC",BMW/REAR TIRE SIDEWALL,TIRES,Vehicle,990.0,No,No
06/14/2001,"BMW of North America, LLC",BMW/TRANSMISSION GEAR POSITION INDICATOR SWITCH,POWER TRAIN,Vehicle,14300.0,No,No
06/14/2001,FREIGHTLINER LLC,FREIGHTLINER/HALDEX/BRAKE SYSTEM VALVES,"SERVICE BRAKES, AIR",Vehicle,4400.0,No,No
06/12/2001,MAC-LANDER INC.,MAC-LANDER/REFLECTORS,EXTERIOR LIGHTING,Vehicle,900.0,No,No
06/12/2001,PACCAR Incorporated,PACCAR/KENWORTH/FMVSS 121/AIR RESERVOIR,"SERVICE BRAKES, AIR",Vehicle,23.0,No,No
06/11/2001,Blue Bird Body Company,BLUE BIRD/12-VOLT POWER SUPPLY CABLE,ELECTRICAL SYSTEM,Vehicle,5631.0,No,No
06/11/2001,"Strick Trailers, LLC",STRICK/SUSPENSION CRACKS,SUSPENSION,Vehicle,610.0,No,No
06/07/2001,INTERNATIONAL TRUCK & ENGINE CORPORATION,INTERNATIONAL/FRONT AXLE KNUCKLE,STEERING,Vehicle,109.0,No,No
06/07/2001,INTERNATIONAL TRUCK & ENGINE CORPORATION,INTERNATIONAL/SUSPENSION,SUSPENSION,Vehicle,12.0,No,No
06/07/2001,MID BUS CORPORATION,MID BUS/AM-SAFE SAFETY BELT ASSEMBLIES,SEAT BELTS,Vehicle,,No,No
06/07/2001,Toyota Motor Corporation,SOUTHEAST TOYOTA/TIRES,TIRES,Vehicle,43.0,No,No
06/06/2001,Honda (American Honda Motor Co.),HONDA/FUEL FILLER CLAMP,"FUEL SYSTEM, GASOLINE",Vehicle,120649.0,No,No
06/06/2001,Honda (American Honda Motor Co.),HONDA/FUEL PUMP,"FUEL SYSTEM, GASOLINE",Vehicle,56269.0,No,No
06/05/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/WHEEL LUG NUT,WHEELS,Vehicle,212.0,No,No
06/05/2001,PACCAR Incorporated,PACCAR/PETERBILT/CAB DOORS,LATCHES/LOCKS/LINKAGES,Vehicle,52500.0,No,No
06/05/2001,PACCAR Incorporated,PACCAR/PETERBILT/SPICER DRIVESHAFTS,POWER TRAIN,Vehicle,27.0,No,No
06/01/2001,Turtle Top,TURTLE TOP/FMVSS 208/PERIMETER SEATING,SEAT BELTS,Vehicle,9.0,No,No
05/31/2001,DAEWOO MOTOR DE PUERTO RICO,DAEWOO PUERTO RICO/FMVSS 201/HEAD INJURY CRITERION,STRUCTURE,Vehicle,1763.0,No,No
05/31/2001,DAEWOO MOTOR AMERICA,DAEWOO/FMVSS 201/HEAD INJURY CRITERION,STRUCTURE,Vehicle,58691.0,No,No
05/31/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/SLIDING DOOR LOCK LINKAGE,LATCHES/LOCKS/LINKAGES,Vehicle,105484.0,No,No
05/31/2001,Utilimaster Corporation,UTILIMASTER/BRAKE LINE,"SERVICE BRAKES, HYDRAULIC",Vehicle,558.0,No,No
05/29/2001,IC CORPORATION,AMTRAN/FMVSS 111/REAR VIEW MIRROR,VISIBILITY,Vehicle,436.0,No,No
05/29/2001,COUNTRY COACH INC,COUNTRY COACH/FMVSS 120/WEIGHT DISTRIBUTION,EQUIPMENT,Vehicle,389.0,No,No
05/29/2001,Isuzu Motors Limited,ISUZU/TIMING BELT,ENGINE AND ENGINE COOLING,Vehicle,,No,No
05/25/2001,"VAN HOOL,  N.V. (*)",VAN HOOL/BRAKE HOSE,"SERVICE BRAKES, HYDRAULIC",Vehicle,1838.0,No,No
05/25/2001,"VAN HOOL,  N.V. (*)",VAN HOOL/WINDSHIELD WIPER LEVER,VISIBILITY,Vehicle,1364.0,No,No
05/24/2001,"BMW of North America, LLC",BMW/STEERING PUMP PULLEY BOLTS,STEERING,Vehicle,47.0,No,No
05/24/2001,Ford Motor Company,FORD/TIRE,TIRES,Vehicle,52000.0,No,No
05/24/2001,Honda (American Honda Motor Co.),HONDA/FMVSS 209/SEAT BELT BUCKLE,SEAT BELTS,Vehicle,9034.0,No,No
05/23/2001,"General Motors, LLC",GM/FMVSS 201/SUNVISOR,STRUCTURE,Vehicle,47560.0,No,No
05/23/2001,"Nissan North America, Inc.",NISSAN/LOWER CONTROL ARM BOLTS,SUSPENSION,Vehicle,101000.0,No,No
05/22/2001,"NEW FLYER OF AMERICA, INC.",NEW FLYER/SPRING TOWER,SUSPENSION,Vehicle,978.0,No,No
05/21/2001,PACCAR Incorporated,PACCAR/ENGINE WIRING HARNESS DIODE,ELECTRICAL SYSTEM,Vehicle,73.0,No,No
05/21/2001,"Volvo Car USA, LLC",VOLVO/ELECTRONIC CLIMATE CONTROL DIODE,EQUIPMENT,Vehicle,19000.0,No,No
05/18/2001,"Elgin Sweeper Company, Inc.",ATHEY/BRAKE TORQUE PLATE,"SERVICE BRAKES, HYDRAULIC",Vehicle,309.0,No,No
05/18/2001,"SAAB CARS USA, INC.",SAAB/FMVSS 208/AIR BAG LABEL,AIR BAGS,Vehicle,43073.0,No,No
05/17/2001,"General Motors, LLC",GM/SEAT BELT RETRACTOR,SEAT BELTS,Vehicle,9196.0,No,No
05/17/2001,PACCAR Incorporated,PACCAR/SUSPENSION,SUSPENSION,Vehicle,390.0,No,No
05/16/2001,"General Motors, LLC",GM/FMVSS 201/CONSOLE,STRUCTURE,Vehicle,8197.0,No,No
05/15/2001,Skyline Corporation,SKYLINE/GAS LINE CONNECTION,"FUEL SYSTEM, OTHER",Vehicle,47.0,No,No
05/14/2001,FREIGHTLINER LLC,FREIGHTLINER/SUSPENSION,SUSPENSION,Vehicle,222.0,No,No
05/11/2001,Ford Motor Company,FORD/TRW STEERING SYSTEMS/DRAG LINK,STEERING,Vehicle,4101.0,No,No
05/09/2001,Honda (American Honda Motor Co.),HONDA/ENGINE STOP SWITCH,ENGINE AND ENGINE COOLING,Vehicle,6662.0,No,No
05/09/2001,Honda (American Honda Motor Co.),HONDA/TRANSMISSION,POWER TRAIN,Vehicle,70.0,No,No
05/09/2001,Pierce Manufacturing,PIERCE/FUEL TANK STEP COVERS,"FUEL SYSTEM, GASOLINE",Vehicle,800.0,No,No
05/09/2001,REXHALL INDUSTRIES INC,REXHALL/DRIVE SHAFT BOLTS,POWER TRAIN,Vehicle,823.0,No,No
05/08/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/BRAKE BOOSTER VACUUM HOSE,"SERVICE BRAKES, HYDRAULIC",Vehicle,353000.0,No,No
05/08/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/CLOCKSPRING MATERIAL,AIR BAGS,Vehicle,216100.0,No,No
05/08/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/LOWER CONTROL ARM BOLT,SUSPENSION,Vehicle,41587.0,No,No
05/08/2001,Volvo Trucks North America,VOLVO TRUCKS/TRW STEERING SYSTEMS/TIE ROD,STEERING,Vehicle,760.0,No,No
05/03/2001,Honda (American Honda Motor Co.),HONDA/POWER WINDOW,VISIBILITY,Vehicle,10575.0,No,No
05/03/2001,"NEW FLYER OF AMERICA, INC.",NEW FLYER/ARVINMERITOR/BRAKE ROLLERS,"SERVICE BRAKES, AIR",Vehicle,147.0,No,No
05/03/2001,"Volkswagen Group of America, Inc.",VW/FUEL SENDING UNITS,"FUEL SYSTEM, GASOLINE",Vehicle,70000.0,No,No
05/02/2001,ATHEY PRODUCTS CORP.,ATHEY/ARVINMERITOR/TIE ROD ASSEMBLY (20EDL),STEERING,Vehicle,251.0,No,No
05/01/2001,Harley-Davidson Motor Company,HARLEY DAVIDSON/BRAKE FLUID,"SERVICE BRAKES, HYDRAULIC",Vehicle,211.0,No,No
05/01/2001,"Kia America, Inc.",KIA/SIDE AIR BAG WIRE HARNESS,AIR BAGS,Vehicle,16231.0,No,No
05/01/2001,"POLARIS INDUSTRIES, INC.",POLARIS/VICTORY/BRAKE ROTORS,"SERVICE BRAKES, HYDRAULIC",Vehicle,2039.0,No,No
05/01/2001,"POLARIS INDUSTRIES, INC.",POLARIS/VICTORY/DRIVE TRAIN,POWER TRAIN,Vehicle,1392.0,No,No
05/01/2001,Q VALE AUTOMOTIVE GROUP,QVALE/FUEL FILLER INLET,"FUEL SYSTEM, GASOLINE",Vehicle,162.0,No,No
04/30/2001,"Forest River, Inc.",FOREST RIVER/AM-SAFE SAFETY BELT ASSEMBLIES,SEAT BELTS,Vehicle,,No,No
04/30/2001,"Forest River, Inc.",FOREST RIVER/TRW/TIE ROD ASSEMBLY (20EDL),STEERING,Vehicle,160.0,No,No
04/30/2001,MONACO COACH CORPORATION,MONACO/AM-SAFE SAFETY BELT ASSEMBLIES,SEAT BELTS,Vehicle,3320.0,No,No
04/30/2001,"NEW FLYER OF AMERICA, INC.",NEW FLYER/VANNER BATTERY EQUALIZER,ELECTRICAL SYSTEM,Vehicle,2100.0,No,No
04/30/2001,"Winnebago Industries, Inc.",WINNEBAGO/AM-SAFE SAFETY BELT ASSEMBLIES,SEAT BELTS,Vehicle,4370.0,No,No
04/27/2001,Ford Motor Company,FORD/SEAT BELT BUCKLES,SEAT BELTS,Vehicle,4567.0,No,No
04/27/2001,"Suzuki Motor USA, LLC",SUZUKI/FUEL PIPE/FUEL HOSE,"FUEL SYSTEM, GASOLINE",Vehicle,59888.0,No,No
04/26/2001,IC CORPORATION,AMTRAN/FMVSS 111/REAR VIEW MIRROR,VISIBILITY,Vehicle,603.0,No,No
04/26/2001,A. GIRARDIN INC.,GIRARDIN/FMVSS 111/REAR VIEW MIRROR,VISIBILITY,Vehicle,771.0,No,No
04/24/2001,A. GIRARDIN INC.,GIRARDIN/AIR BAG DEPLOYMENT,AIR BAGS,Vehicle,995.0,No,No
04/24/2001,"General Motors, LLC",GM/FMVSS 301/FUEL RETURN LINE,"FUEL SYSTEM, GASOLINE",Vehicle,126745.0,No,No
04/24/2001,PACCAR Incorporated,PACCAR/KENWORTH/PART 567/GAWR,EQUIPMENT,Vehicle,14.0,No,No
04/23/2001,E-One Incorporated,E-ONE/ARVINMERITOR/TRW TIE ROD ENDS,STEERING,Vehicle,7.0,No,No
04/23/2001,Great Dane Trailers,GREAT DANE/FMVSS 121/ELECTRICAL CONNECTOR,TRAILER HITCHES,Vehicle,131.0,No,No
04/23/2001,Honda (American Honda Motor Co.),HONDA/PULSE ROTOR,ENGINE AND ENGINE COOLING,Vehicle,8107.0,No,No
04/20/2001,PLEASURE-WAY INDUSTRIES LTD.,PLEASURE WAY/BRAKE LINES,"SERVICE BRAKES, HYDRAULIC",Vehicle,1197.0,No,No
04/17/2001,"COACHMEN INDUSTRIES, INC.",COACHMEN/FREIGHTLINER/ELECTRONIC ACCELERATOR PEDAL,VEHICLE SPEED CONTROL,Vehicle,1.0,No,No
04/17/2001,"General Motors, LLC",GM/TRW STEERING SYSTEMS/TIE ROD,STEERING,Vehicle,6386.0,No,No
04/17/2001,Pierce Manufacturing,PIERCE/AIR VALVE,"SERVICE BRAKES, AIR",Vehicle,1046.0,No,No
04/17/2001,"SAFARI MOTOR COACHES, INC.",SAFARI/AM-SAFE SAFETY BELT ASSEMBLIES,SEAT BELTS,Vehicle,828.0,No,No
04/17/2001,"SAFARI MOTOR COACHES, INC.",SMC/MERITOR WABCO ABS/FMVSS 105,"SERVICE BRAKES, AIR",Vehicle,1438.0,No,No
04/16/2001,"COACHMEN INDUSTRIES, INC.",COACHMEN/WRONG LOAD RANGE TIRES,TIRES,Vehicle,18.0,No,No
04/16/2001,"Rolls-Royce Motor Cars, Ltd.",ROLLS-ROYCE/FUEL VAPOR,ENGINE AND ENGINE COOLING,Vehicle,408.0,No,No
04/15/2001,"Mercedes-Benz USA, LLC",MERCEDES-BENZ/SIDE AIR BAG,AIR BAGS,Vehicle,2038.0,No,No
04/13/2001,FREIGHTLINER LLC,FREIGHTLINER/BACK-UP BRAKE PUMP WIRING,ELECTRICAL SYSTEM,Vehicle,1354.0,No,No
04/13/2001,FREIGHTLINER LLC,FREIGHTLINER/ELECTRICAL RELAY CORROSION,ELECTRICAL SYSTEM,Vehicle,1400.0,No,No
04/13/2001,FREIGHTLINER LLC,FREIGHTLINER/THROTTLE CONTROL,VEHICLE SPEED CONTROL,Vehicle,6003.0,No,No
04/13/2001,PACCAR Incorporated,PACCAR/RFIM ELECTRICAL,ELECTRICAL SYSTEM,Vehicle,1449.0,No,No
04/12/2001,"General Motors, LLC",GM/FRONT LOWER CONTROL ARM BRACKET,SUSPENSION,Vehicle,30476.0,No,No
04/11/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/FMVSS 209/RETRACTOR,SEAT BELTS,Vehicle,161682.0,No,No
04/11/2001,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/SEAT BELT HARNESS,SEAT BELTS,Vehicle,615.0,No,No
04/11/2001,Ford Motor Company,FORD/BALL JOINT ASSEMBLY,SUSPENSION,Vehicle,8100.0,No,No
04/11/2001,"General Motors, LLC",GM/MISLABELED SEAT BELTS,SEAT BELTS,Vehicle,1016.0,No,No
04/10/2001,Ford Motor Company,FORD/LIFTGATE GLASS BRACKET,VISIBILITY,Vehicle,50224.0,No,No
04/10/2001,"General Motors, LLC",GM/FMVSS 120/TIRE PRESSURE LABEL,EQUIPMENT,Vehicle,77485.0,No,No
04/10/2001,"General Motors, LLC",GM/FMVSS 208/AUDIBLE WARNING,SEAT BELTS,Vehicle,461851.0,No,No
04/10/2001,"General Motors, LLC",GM/TRW/TIE ROD ASSEMBLY (20EDL),STEERING,Vehicle,6386.0,No,No
04/10/2001,"Jayco, Inc.",JAYCO/AM-SAFE SAFETY BELT ASSEMBLIES,SEAT BELTS,Vehicle,727.0,No,No
04/09/2001,"Suzuki Motor USA, LLC",SUZUKI/FUEL SEEPAGE,"FUEL SYSTEM, GASOLINE",Vehicle,18299.0,No,No
04/06/2001,"General Motors, LLC",GM/SUNVISOR AIR BAG LABEL,SEAT BELTS,Vehicle,116007.0,No,No
04/06/2001,MITSUBISHI CARIBBEAN,MITSUBISHI CARIBBEAN/LOWER BALL JOINT BOOT,SUSPENSION,Vehicle,5164.0,No,No
04/05/2001,Ford Motor Company,FORD/FUEL TANK CRACKS,"FUEL SYSTEM, GASOLINE",Vehicle,151000.0,No,No
04/05/2001,MONACO COACH CORPORATION,MONACO/CIRCUIT PROTECTION,ELECTRICAL SYSTEM,Vehicle,6280.0,No,No
